item_id,condition,anonymous_system_label,question_id,review_label,review_reason,confidence
R144-118,C2,SYSTEM_B,tcmg-v1-058,SUPPORTED,"The answer expresses the source-recorded indication set in the Gold fact, with only harmless wording or formatting differences.",HIGH
R144-119,C1,SYSTEM_A,tcmg-v1-044,SUPPORTED,The answer preserves the substantive causal/clinical meaning of the Gold definition using an acceptable semantic paraphrase.,HIGH
R144-120,C2,SYSTEM_A,tcmg-v1-044,SUPPORTED,"The answer expresses the source-recorded indication set in the Gold fact, with only harmless wording or formatting differences.",HIGH
R144-121,C2,SYSTEM_A,tcmg-v1-044,SUPPORTED,The answer preserves the substantive causal/clinical meaning of the Gold definition using an acceptable semantic paraphrase.,HIGH
R144-122,C2,SYSTEM_B,tcmg-v1-045,SUPPORTED,The answer preserves the substantive causal/clinical meaning of the Gold definition using an acceptable semantic paraphrase.,HIGH
R144-123,C1,SYSTEM_B,tcmg-v1-045,SUPPORTED,"The answer expresses all substantive components of the source-recorded function in the Gold fact, with acceptable paraphrasing.",HIGH
R144-124,C1,SYSTEM_B,tcmg-v1-045,SUPPORTED,The answer preserves the substantive causal/clinical meaning of the Gold definition using an acceptable semantic paraphrase.,HIGH
R144-125,C2,SYSTEM_A,tcmg-v1-046,SUPPORTED,"The answer expresses all substantive components of the source-recorded function in the Gold fact, with acceptable paraphrasing.",HIGH
R144-126,C2,SYSTEM_A,tcmg-v1-046,SUPPORTED,The answer preserves the substantive causal/clinical meaning of the Gold definition using an acceptable semantic paraphrase.,HIGH
R144-127,C1,SYSTEM_A,tcmg-v1-046,SUPPORTED,"The answer semantically paraphrases supplement blood, quicken blood, and free network vessels as enriching blood, activating blood circulation, and removing channel/collateral obstructions.",MEDIUM
R144-128,C1,SYSTEM_A,tcmg-v1-046,SUPPORTED,The answer preserves the substantive causal/clinical meaning of the Gold definition using an acceptable semantic paraphrase.,HIGH
R144-129,C1,SYSTEM_B,tcmg-v1-047,SUPPORTED,"The answer expresses all substantive components of the source-recorded function in the Gold fact, with acceptable paraphrasing.",HIGH
R144-130,C1,SYSTEM_B,tcmg-v1-047,SUPPORTED,The answer preserves the substantive causal/clinical meaning of the Gold definition using an acceptable semantic paraphrase.,HIGH
R144-131,C2,SYSTEM_B,tcmg-v1-047,SUPPORTED,"The answer expresses the source-recorded indication set in the Gold fact, with only harmless wording or formatting differences.",HIGH
R144-132,C2,SYSTEM_B,tcmg-v1-047,SUPPORTED,The answer preserves the substantive causal/clinical meaning of the Gold definition using an acceptable semantic paraphrase.,HIGH
R144-133,C2,SYSTEM_B,tcmg-v1-048,SUPPORTED,"The answer expresses the source-recorded indication set in the Gold fact, with only harmless wording or formatting differences.",HIGH
R144-134,C2,SYSTEM_B,tcmg-v1-048,SUPPORTED,The answer preserves the substantive causal/clinical meaning of the Gold definition using an acceptable semantic paraphrase.,HIGH
R144-135,C1,SYSTEM_B,tcmg-v1-048,NOT_SUPPORTED,The Hairy Willowweed portion gives source-recorded functions but does not state the Gold indication list.,HIGH
R144-136,C1,SYSTEM_B,tcmg-v1-048,SUPPORTED,The answer preserves the substantive causal/clinical meaning of the Gold definition using an acceptable semantic paraphrase.,HIGH
R144-137,C2,SYSTEM_B,tcmg-v1-059,SUPPORTED,"The answer expresses all substantive components of the source-recorded function in the Gold fact, with acceptable paraphrasing.",HIGH
R144-138,C2,SYSTEM_B,tcmg-v1-059,SUPPORTED,"The answer expresses the source-recorded indication set in the Gold fact, with only harmless wording or formatting differences.",HIGH
R144-139,C1,SYSTEM_B,tcmg-v1-059,SUPPORTED,"The answer expresses all substantive components of the source-recorded function in the Gold fact, with acceptable paraphrasing.",HIGH
R144-140,C1,SYSTEM_B,tcmg-v1-059,SUPPORTED,The answer preserves the substantive causal/clinical meaning of the Gold definition using an acceptable semantic paraphrase.,HIGH
R144-141,C1,SYSTEM_A,tcmg-v1-050,NOT_SUPPORTED,The Bloodflower Milkweed portion gives functions but does not state the Gold indication list.,HIGH
R144-142,C1,SYSTEM_A,tcmg-v1-050,SUPPORTED,"The answer captures fluid deficiency, intestinal dryness/impaired function, difficulty passing stool, and fluid-deficiency signs, which expresses the substantive Gold definition.",MEDIUM
R144-143,C2,SYSTEM_A,tcmg-v1-050,SUPPORTED,"The answer expresses the source-recorded indication set in the Gold fact, with only harmless wording or formatting differences.",HIGH
R144-144,C2,SYSTEM_A,tcmg-v1-050,SUPPORTED,The answer preserves the substantive causal/clinical meaning of the Gold definition using an acceptable semantic paraphrase.,HIGH
