item_id,repeat_id,condition,anonymous_system_label,question_id,question,domain,difficulty,gold_atomic_fact,supplied_evidence,answer,review_label,review_reason,confidence
REPEAT_3-0049,REPEAT_3,C1,SYSTEM_A,tcmg-v1-054,"What traditional properties, meridians, and class are recorded for Dried Tangerine Peel?",herbal,easy,"The source records Dried Tangerine Peel as having these traditional properties: Bitter,Pungent,Warm.","Source entity: Dried Tangerine Peel. Pinyin: Chenpi. Latin name: Citri Reticulatae Pericarpium,Pericarpium Citri Reticulatae. Traditional properties: Bitter,Pungent,Warm. Meridians: Lung,Spleen. Traditional class: Qi Regulating Drugs. Source text: Herb: Dried Tangerine Peel. Pinyin: Chenpi. Latin name: Citri Reticulatae Pericarpium,Pericarpium Citri Reticulatae. Traditional properties: Bitter,Pungent,Warm. Meridians: Lung,Spleen. Traditional class: Qi Regulating Drugs.","TCM educational synthesis: Dried Tangerine Peel is recorded as having traditional properties of Bitter, Pungent, and Warm. It is associated with the Lung and Spleen meridians. Its traditional class is Qi Regulating Drugs. [tcmv1-03a88b7725d00e85fbbc393b] [tcmv1-a68c01e0e221b7ed95c5ef86] [tcmv1-45ccfde86f7792104107beec]",SUPPORTED,"The answer states the same source-recorded traditional properties as the Gold fact, allowing harmless wording/order differences.",HIGH
REPEAT_3-0050,REPEAT_3,C1,SYSTEM_A,tcmg-v1-054,"What traditional properties, meridians, and class are recorded for Dried Tangerine Peel?",herbal,easy,"The source associates Dried Tangerine Peel with these meridians: Lung,Spleen.","Source entity: Dried Tangerine Peel. Pinyin: Chenpi. Latin name: Citri Reticulatae Pericarpium,Pericarpium Citri Reticulatae. Traditional properties: Bitter,Pungent,Warm. Meridians: Lung,Spleen. Traditional class: Qi Regulating Drugs. Source text: Herb: Dried Tangerine Peel. Pinyin: Chenpi. Latin name: Citri Reticulatae Pericarpium,Pericarpium Citri Reticulatae. Traditional properties: Bitter,Pungent,Warm. Meridians: Lung,Spleen. Traditional class: Qi Regulating Drugs.","TCM educational synthesis: Dried Tangerine Peel is recorded as having traditional properties of Bitter, Pungent, and Warm. It is associated with the Lung and Spleen meridians. Its traditional class is Qi Regulating Drugs. [tcmv1-03a88b7725d00e85fbbc393b] [tcmv1-a68c01e0e221b7ed95c5ef86] [tcmv1-45ccfde86f7792104107beec]",SUPPORTED,The answer states the same source-recorded meridian associations as the Gold fact.,HIGH
REPEAT_3-0051,REPEAT_3,C1,SYSTEM_A,tcmg-v1-054,"What traditional properties, meridians, and class are recorded for Dried Tangerine Peel?",herbal,easy,The source lists Dried Tangerine Peel in this traditional class: Qi Regulating Drugs.,"Source entity: Dried Tangerine Peel. Pinyin: Chenpi. Latin name: Citri Reticulatae Pericarpium,Pericarpium Citri Reticulatae. Traditional properties: Bitter,Pungent,Warm. Meridians: Lung,Spleen. Traditional class: Qi Regulating Drugs. Source text: Herb: Dried Tangerine Peel. Pinyin: Chenpi. Latin name: Citri Reticulatae Pericarpium,Pericarpium Citri Reticulatae. Traditional properties: Bitter,Pungent,Warm. Meridians: Lung,Spleen. Traditional class: Qi Regulating Drugs.","TCM educational synthesis: Dried Tangerine Peel is recorded as having traditional properties of Bitter, Pungent, and Warm. It is associated with the Lung and Spleen meridians. Its traditional class is Qi Regulating Drugs. [tcmv1-03a88b7725d00e85fbbc393b] [tcmv1-a68c01e0e221b7ed95c5ef86] [tcmv1-45ccfde86f7792104107beec]",SUPPORTED,"The answer states the same traditional class as the Gold fact, or a direct semantic equivalent.",HIGH
REPEAT_3-0052,REPEAT_3,C2,SYSTEM_A,tcmg-v1-054,"What traditional properties, meridians, and class are recorded for Dried Tangerine Peel?",herbal,easy,"The source records Dried Tangerine Peel as having these traditional properties: Bitter,Pungent,Warm.","Source entity: Dried Tangerine Peel. Pinyin: Chenpi. Latin name: Citri Reticulatae Pericarpium,Pericarpium Citri Reticulatae. Traditional properties: Bitter,Pungent,Warm. Meridians: Lung,Spleen. Traditional class: Qi Regulating Drugs. Source text: Herb: Dried Tangerine Peel. Pinyin: Chenpi. Latin name: Citri Reticulatae Pericarpium,Pericarpium Citri Reticulatae. Traditional properties: Bitter,Pungent,Warm. Meridians: Lung,Spleen. Traditional class: Qi Regulating Drugs.","TCM educational synthesis: Herbal Knowledge Agent: Dried Tangerine Peel is recorded as having traditional properties of Bitter, Pungent, and Warm. It is associated with the Lung and Spleen meridians. Its traditional class is Qi Regulating Drugs. The source-recorded functions include regulating the flow of qi, invigorating the spleen function, eliminating damp, and resolving phlegm. The indications noted are for treatment of distension and fullness sensation in the chest and epigastrium, accompanied by anorexia, vomiting, and diarrhea, as well as cough with copious phlegm. [tcmv1-03a88b7725d00e85fbbc393b] [tcmv1-a68c01e0e221b7ed95c5ef86] [tcmv1-45ccfde86f7792104107beec]",SUPPORTED,"The answer states the same source-recorded traditional properties as the Gold fact, allowing harmless wording/order differences.",HIGH
REPEAT_3-0053,REPEAT_3,C2,SYSTEM_A,tcmg-v1-054,"What traditional properties, meridians, and class are recorded for Dried Tangerine Peel?",herbal,easy,"The source associates Dried Tangerine Peel with these meridians: Lung,Spleen.","Source entity: Dried Tangerine Peel. Pinyin: Chenpi. Latin name: Citri Reticulatae Pericarpium,Pericarpium Citri Reticulatae. Traditional properties: Bitter,Pungent,Warm. Meridians: Lung,Spleen. Traditional class: Qi Regulating Drugs. Source text: Herb: Dried Tangerine Peel. Pinyin: Chenpi. Latin name: Citri Reticulatae Pericarpium,Pericarpium Citri Reticulatae. Traditional properties: Bitter,Pungent,Warm. Meridians: Lung,Spleen. Traditional class: Qi Regulating Drugs.","TCM educational synthesis: Herbal Knowledge Agent: Dried Tangerine Peel is recorded as having traditional properties of Bitter, Pungent, and Warm. It is associated with the Lung and Spleen meridians. Its traditional class is Qi Regulating Drugs. The source-recorded functions include regulating the flow of qi, invigorating the spleen function, eliminating damp, and resolving phlegm. The indications noted are for treatment of distension and fullness sensation in the chest and epigastrium, accompanied by anorexia, vomiting, and diarrhea, as well as cough with copious phlegm. [tcmv1-03a88b7725d00e85fbbc393b] [tcmv1-a68c01e0e221b7ed95c5ef86] [tcmv1-45ccfde86f7792104107beec]",SUPPORTED,The answer states the same source-recorded meridian associations as the Gold fact.,HIGH
REPEAT_3-0054,REPEAT_3,C2,SYSTEM_A,tcmg-v1-054,"What traditional properties, meridians, and class are recorded for Dried Tangerine Peel?",herbal,easy,The source lists Dried Tangerine Peel in this traditional class: Qi Regulating Drugs.,"Source entity: Dried Tangerine Peel. Pinyin: Chenpi. Latin name: Citri Reticulatae Pericarpium,Pericarpium Citri Reticulatae. Traditional properties: Bitter,Pungent,Warm. Meridians: Lung,Spleen. Traditional class: Qi Regulating Drugs. Source text: Herb: Dried Tangerine Peel. Pinyin: Chenpi. Latin name: Citri Reticulatae Pericarpium,Pericarpium Citri Reticulatae. Traditional properties: Bitter,Pungent,Warm. Meridians: Lung,Spleen. Traditional class: Qi Regulating Drugs.","TCM educational synthesis: Herbal Knowledge Agent: Dried Tangerine Peel is recorded as having traditional properties of Bitter, Pungent, and Warm. It is associated with the Lung and Spleen meridians. Its traditional class is Qi Regulating Drugs. The source-recorded functions include regulating the flow of qi, invigorating the spleen function, eliminating damp, and resolving phlegm. The indications noted are for treatment of distension and fullness sensation in the chest and epigastrium, accompanied by anorexia, vomiting, and diarrhea, as well as cough with copious phlegm. [tcmv1-03a88b7725d00e85fbbc393b] [tcmv1-a68c01e0e221b7ed95c5ef86] [tcmv1-45ccfde86f7792104107beec]",SUPPORTED,"The answer states the same traditional class as the Gold fact, or a direct semantic equivalent.",HIGH
REPEAT_3-0055,REPEAT_3,C2,SYSTEM_B,tcmg-v1-010,"What traditional properties, meridians, and class are recorded for Coral?",herbal,easy,The source records Coral as having these traditional properties: Mild; Sweet.,Source entity: Coral. Pinyin: SHAN HU. Latin name: Os Corallii. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Traditional class: Spirit calming. Source-recorded function: Supression and spirit calming. Source text: Herb: Coral. Pinyin: SHAN HU. Latin name: Os Corallii. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Source-recorded function: Supression and spirit calming.,"TCM educational synthesis: Herbal Knowledge Agent: Coral is recorded in traditional Chinese medicine with properties of mild and sweet, acting on the Liver and Heart meridians. Its source-reported function is supression and spirit calming. There is no evidence provided about its traditional class. [tcmv1-013edaeca2bfba2cf027540d] [tcmv1-83a6360d452532b699743410] [tcmv1-008bc5af3eced1bdcca7a904]",SUPPORTED,"The answer states the same source-recorded traditional properties as the Gold fact, allowing harmless wording/order differences.",HIGH
REPEAT_3-0056,REPEAT_3,C2,SYSTEM_B,tcmg-v1-010,"What traditional properties, meridians, and class are recorded for Coral?",herbal,easy,The source associates Coral with these meridians: Liver; Heart.,Source entity: Coral. Pinyin: SHAN HU. Latin name: Os Corallii. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Traditional class: Spirit calming. Source-recorded function: Supression and spirit calming. Source text: Herb: Coral. Pinyin: SHAN HU. Latin name: Os Corallii. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Source-recorded function: Supression and spirit calming.,"TCM educational synthesis: Herbal Knowledge Agent: Coral is recorded in traditional Chinese medicine with properties of mild and sweet, acting on the Liver and Heart meridians. Its source-reported function is supression and spirit calming. There is no evidence provided about its traditional class. [tcmv1-013edaeca2bfba2cf027540d] [tcmv1-83a6360d452532b699743410] [tcmv1-008bc5af3eced1bdcca7a904]",SUPPORTED,The answer states the same source-recorded meridian associations as the Gold fact.,HIGH
REPEAT_3-0057,REPEAT_3,C2,SYSTEM_B,tcmg-v1-010,"What traditional properties, meridians, and class are recorded for Coral?",herbal,easy,The source lists Coral in this traditional class: Spirit calming.,Source entity: Coral. Pinyin: SHAN HU. Latin name: Os Corallii. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Traditional class: Spirit calming. Source-recorded function: Supression and spirit calming. Source text: Herb: Coral. Pinyin: SHAN HU. Latin name: Os Corallii. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Source-recorded function: Supression and spirit calming.,"TCM educational synthesis: Herbal Knowledge Agent: Coral is recorded in traditional Chinese medicine with properties of mild and sweet, acting on the Liver and Heart meridians. Its source-reported function is supression and spirit calming. There is no evidence provided about its traditional class. [tcmv1-013edaeca2bfba2cf027540d] [tcmv1-83a6360d452532b699743410] [tcmv1-008bc5af3eced1bdcca7a904]",SUPPORTED,"The answer states the same traditional class as the Gold fact, or a direct semantic equivalent.",HIGH
REPEAT_3-0058,REPEAT_3,C1,SYSTEM_B,tcmg-v1-010,"What traditional properties, meridians, and class are recorded for Coral?",herbal,easy,The source records Coral as having these traditional properties: Mild; Sweet.,Source entity: Coral. Pinyin: SHAN HU. Latin name: Os Corallii. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Traditional class: Spirit calming. Source-recorded function: Supression and spirit calming. Source text: Herb: Coral. Pinyin: SHAN HU. Latin name: Os Corallii. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Source-recorded function: Supression and spirit calming.,TCM educational synthesis: Coral is recorded with traditional properties of Mild and Sweet. It is associated with the Liver and Heart meridians. The source-reported function of Coral is Supression and spirit calming. There is no evidence provided about its traditional class. [tcmv1-013edaeca2bfba2cf027540d] [tcmv1-83a6360d452532b699743410] [tcmv1-008bc5af3eced1bdcca7a904],SUPPORTED,"The answer states the same source-recorded traditional properties as the Gold fact, allowing harmless wording/order differences.",HIGH
REPEAT_3-0059,REPEAT_3,C1,SYSTEM_B,tcmg-v1-010,"What traditional properties, meridians, and class are recorded for Coral?",herbal,easy,The source associates Coral with these meridians: Liver; Heart.,Source entity: Coral. Pinyin: SHAN HU. Latin name: Os Corallii. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Traditional class: Spirit calming. Source-recorded function: Supression and spirit calming. Source text: Herb: Coral. Pinyin: SHAN HU. Latin name: Os Corallii. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Source-recorded function: Supression and spirit calming.,TCM educational synthesis: Coral is recorded with traditional properties of Mild and Sweet. It is associated with the Liver and Heart meridians. The source-reported function of Coral is Supression and spirit calming. There is no evidence provided about its traditional class. [tcmv1-013edaeca2bfba2cf027540d] [tcmv1-83a6360d452532b699743410] [tcmv1-008bc5af3eced1bdcca7a904],SUPPORTED,The answer states the same source-recorded meridian associations as the Gold fact.,HIGH
REPEAT_3-0060,REPEAT_3,C1,SYSTEM_B,tcmg-v1-010,"What traditional properties, meridians, and class are recorded for Coral?",herbal,easy,The source lists Coral in this traditional class: Spirit calming.,Source entity: Coral. Pinyin: SHAN HU. Latin name: Os Corallii. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Traditional class: Spirit calming. Source-recorded function: Supression and spirit calming. Source text: Herb: Coral. Pinyin: SHAN HU. Latin name: Os Corallii. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Source-recorded function: Supression and spirit calming.,TCM educational synthesis: Coral is recorded with traditional properties of Mild and Sweet. It is associated with the Liver and Heart meridians. The source-reported function of Coral is Supression and spirit calming. There is no evidence provided about its traditional class. [tcmv1-013edaeca2bfba2cf027540d] [tcmv1-83a6360d452532b699743410] [tcmv1-008bc5af3eced1bdcca7a904],SUPPORTED,"The answer states the same traditional class as the Gold fact, or a direct semantic equivalent.",HIGH
REPEAT_3-0061,REPEAT_3,C1,SYSTEM_A,tcmg-v1-011,"What traditional properties, meridians, and class are recorded for Hairy Antler?",herbal,easy,The source records Hairy Antler as having these traditional properties: Warm; Sweet; Salty.,"Source entity: Hairy Antler. Pinyin: LU RONG. Latin name: Cervus nippon , Cervus elaphus. Traditional properties: Warm; Sweet; Salty. Meridians: Liver; Kidney. Traditional class: For tonifying weakness. Used part: non-ossifying young horn of male deer or stag. Source-recorded function: To supplement kidney and invigorate yang , boost essence and blood, strengthen sinews and bones, regulate thoroughfare and controlling vessels, draw sore toxin.. Source-recorded indication: Impotence and emission, infertility due to uterus cold, marked emaciation, thrombocytopenia, septicemia, fatigued spirit, aversion of cold, dizziness, tinnitus and deafness, aching pain in lumbus and back, limp wilting sinew and bone, flooding and spotting with vaginal discharge, enduring yin flat abscess.. Source text: Herb: Hairy Antler. Pinyin: LU RONG. Latin name: Cervus nippon , Cervus elaphus. Traditional properties: Warm; Sweet; Salty. Meridians: Liver; Kidney. Used part: non-ossifying young horn of male deer or stag. Source-recorded function: To supplement kidney and invigorate yang , boost essence and blood, strengthen sinews and bones, regulate thoroughfare and controlling vessels, draw sore toxin.. Source-recorded indication: Impotence and emission, infertility due to uterus cold, marked emaciation, thrombocytopenia, septicemia, fatigued spirit, aversion of cold, dizziness, tinnitus and deafness, aching pain in lumbus and back, limp wilting sinew and bone, flooding and spotting with vaginal discharge, enduring yin flat abscess.. Clinical manifestations: 1. It is a tonic, promoting gastrointestinal peristalsis, accelerating the healing of ulcer or wound, and increasing the level of red blood cell, hemoglobin and reticulocyte.2. Increasing myocardial contractility, heart rate and cardic output.3. Its tinct.","TCM educational synthesis: Hairy Antler, with the pinyin LU RONG, is traditionally associated with the properties of warm, sweet, and salty. It is linked to the Liver and Kidney meridians. The herb is classified as a tonic in traditional Chinese medicine, used for supplementing kidney function and invigorating yang. Its source-recorded functions include boosting essence and blood, strengthening sinews and bones, regulating thoroughfare and controlling vessels, and drawing sore toxin. The indications encompass impotence, infertility due to uterus cold, marked emaciation, and various symptoms related to kidney deficiency. [tcmv1-01468068beda34f8f7e33eeb] [tcmv1-008bc5af3eced1bdcca7a904] [tcmv1-88755e4cfade4ff06d6f8d7c]",SUPPORTED,"The answer states the same source-recorded traditional properties as the Gold fact, allowing harmless wording/order differences.",HIGH
REPEAT_3-0062,REPEAT_3,C1,SYSTEM_A,tcmg-v1-011,"What traditional properties, meridians, and class are recorded for Hairy Antler?",herbal,easy,The source associates Hairy Antler with these meridians: Liver; Kidney.,"Source entity: Hairy Antler. Pinyin: LU RONG. Latin name: Cervus nippon , Cervus elaphus. Traditional properties: Warm; Sweet; Salty. Meridians: Liver; Kidney. Traditional class: For tonifying weakness. Used part: non-ossifying young horn of male deer or stag. Source-recorded function: To supplement kidney and invigorate yang , boost essence and blood, strengthen sinews and bones, regulate thoroughfare and controlling vessels, draw sore toxin.. Source-recorded indication: Impotence and emission, infertility due to uterus cold, marked emaciation, thrombocytopenia, septicemia, fatigued spirit, aversion of cold, dizziness, tinnitus and deafness, aching pain in lumbus and back, limp wilting sinew and bone, flooding and spotting with vaginal discharge, enduring yin flat abscess.. Source text: Herb: Hairy Antler. Pinyin: LU RONG. Latin name: Cervus nippon , Cervus elaphus. Traditional properties: Warm; Sweet; Salty. Meridians: Liver; Kidney. Used part: non-ossifying young horn of male deer or stag. Source-recorded function: To supplement kidney and invigorate yang , boost essence and blood, strengthen sinews and bones, regulate thoroughfare and controlling vessels, draw sore toxin.. Source-recorded indication: Impotence and emission, infertility due to uterus cold, marked emaciation, thrombocytopenia, septicemia, fatigued spirit, aversion of cold, dizziness, tinnitus and deafness, aching pain in lumbus and back, limp wilting sinew and bone, flooding and spotting with vaginal discharge, enduring yin flat abscess.. Clinical manifestations: 1. It is a tonic, promoting gastrointestinal peristalsis, accelerating the healing of ulcer or wound, and increasing the level of red blood cell, hemoglobin and reticulocyte.2. Increasing myocardial contractility, heart rate and cardic output.3. Its tinct.","TCM educational synthesis: Hairy Antler, with the pinyin LU RONG, is traditionally associated with the properties of warm, sweet, and salty. It is linked to the Liver and Kidney meridians. The herb is classified as a tonic in traditional Chinese medicine, used for supplementing kidney function and invigorating yang. Its source-recorded functions include boosting essence and blood, strengthening sinews and bones, regulating thoroughfare and controlling vessels, and drawing sore toxin. The indications encompass impotence, infertility due to uterus cold, marked emaciation, and various symptoms related to kidney deficiency. [tcmv1-01468068beda34f8f7e33eeb] [tcmv1-008bc5af3eced1bdcca7a904] [tcmv1-88755e4cfade4ff06d6f8d7c]",SUPPORTED,The answer states the same source-recorded meridian associations as the Gold fact.,HIGH
REPEAT_3-0063,REPEAT_3,C1,SYSTEM_A,tcmg-v1-011,"What traditional properties, meridians, and class are recorded for Hairy Antler?",herbal,easy,The source lists Hairy Antler in this traditional class: For tonifying weakness.,"Source entity: Hairy Antler. Pinyin: LU RONG. Latin name: Cervus nippon , Cervus elaphus. Traditional properties: Warm; Sweet; Salty. Meridians: Liver; Kidney. Traditional class: For tonifying weakness. Used part: non-ossifying young horn of male deer or stag. Source-recorded function: To supplement kidney and invigorate yang , boost essence and blood, strengthen sinews and bones, regulate thoroughfare and controlling vessels, draw sore toxin.. Source-recorded indication: Impotence and emission, infertility due to uterus cold, marked emaciation, thrombocytopenia, septicemia, fatigued spirit, aversion of cold, dizziness, tinnitus and deafness, aching pain in lumbus and back, limp wilting sinew and bone, flooding and spotting with vaginal discharge, enduring yin flat abscess.. Source text: Herb: Hairy Antler. Pinyin: LU RONG. Latin name: Cervus nippon , Cervus elaphus. Traditional properties: Warm; Sweet; Salty. Meridians: Liver; Kidney. Used part: non-ossifying young horn of male deer or stag. Source-recorded function: To supplement kidney and invigorate yang , boost essence and blood, strengthen sinews and bones, regulate thoroughfare and controlling vessels, draw sore toxin.. Source-recorded indication: Impotence and emission, infertility due to uterus cold, marked emaciation, thrombocytopenia, septicemia, fatigued spirit, aversion of cold, dizziness, tinnitus and deafness, aching pain in lumbus and back, limp wilting sinew and bone, flooding and spotting with vaginal discharge, enduring yin flat abscess.. Clinical manifestations: 1. It is a tonic, promoting gastrointestinal peristalsis, accelerating the healing of ulcer or wound, and increasing the level of red blood cell, hemoglobin and reticulocyte.2. Increasing myocardial contractility, heart rate and cardic output.3. Its tinct.","TCM educational synthesis: Hairy Antler, with the pinyin LU RONG, is traditionally associated with the properties of warm, sweet, and salty. It is linked to the Liver and Kidney meridians. The herb is classified as a tonic in traditional Chinese medicine, used for supplementing kidney function and invigorating yang. Its source-recorded functions include boosting essence and blood, strengthening sinews and bones, regulating thoroughfare and controlling vessels, and drawing sore toxin. The indications encompass impotence, infertility due to uterus cold, marked emaciation, and various symptoms related to kidney deficiency. [tcmv1-01468068beda34f8f7e33eeb] [tcmv1-008bc5af3eced1bdcca7a904] [tcmv1-88755e4cfade4ff06d6f8d7c]",SUPPORTED,"The answer classifies Hairy Antler as a tonic for supplementing weakness-related functions, which semantically expresses the Gold class 'For tonifying weakness'.",MEDIUM
REPEAT_3-0064,REPEAT_3,C2,SYSTEM_A,tcmg-v1-011,"What traditional properties, meridians, and class are recorded for Hairy Antler?",herbal,easy,The source records Hairy Antler as having these traditional properties: Warm; Sweet; Salty.,"Source entity: Hairy Antler. Pinyin: LU RONG. Latin name: Cervus nippon , Cervus elaphus. Traditional properties: Warm; Sweet; Salty. Meridians: Liver; Kidney. Traditional class: For tonifying weakness. Used part: non-ossifying young horn of male deer or stag. Source-recorded function: To supplement kidney and invigorate yang , boost essence and blood, strengthen sinews and bones, regulate thoroughfare and controlling vessels, draw sore toxin.. Source-recorded indication: Impotence and emission, infertility due to uterus cold, marked emaciation, thrombocytopenia, septicemia, fatigued spirit, aversion of cold, dizziness, tinnitus and deafness, aching pain in lumbus and back, limp wilting sinew and bone, flooding and spotting with vaginal discharge, enduring yin flat abscess.. Source text: Herb: Hairy Antler. Pinyin: LU RONG. Latin name: Cervus nippon , Cervus elaphus. Traditional properties: Warm; Sweet; Salty. Meridians: Liver; Kidney. Used part: non-ossifying young horn of male deer or stag. Source-recorded function: To supplement kidney and invigorate yang , boost essence and blood, strengthen sinews and bones, regulate thoroughfare and controlling vessels, draw sore toxin.. Source-recorded indication: Impotence and emission, infertility due to uterus cold, marked emaciation, thrombocytopenia, septicemia, fatigued spirit, aversion of cold, dizziness, tinnitus and deafness, aching pain in lumbus and back, limp wilting sinew and bone, flooding and spotting with vaginal discharge, enduring yin flat abscess.. Clinical manifestations: 1. It is a tonic, promoting gastrointestinal peristalsis, accelerating the healing of ulcer or wound, and increasing the level of red blood cell, hemoglobin and reticulocyte.2. Increasing myocardial contractility, heart rate and cardic output.3. Its tinct.","TCM educational synthesis: Herbal Knowledge Agent: Hairy Antler is recorded in traditional Chinese medicine as having warm, sweet, and salty properties. It is associated with the Liver and Kidney meridians. Its traditional class is not explicitly mentioned, but it is primarily used as a tonic to supplement kidney and invigorate yang, boost essence and blood, strengthen sinews and bones, regulate thoroughfare and controlling vessels, and draw sore toxin. [tcmv1-01468068beda34f8f7e33eeb] [tcmv1-008bc5af3eced1bdcca7a904] [tcmv1-88755e4cfade4ff06d6f8d7c]",SUPPORTED,"The answer states the same source-recorded traditional properties as the Gold fact, allowing harmless wording/order differences.",HIGH
REPEAT_3-0065,REPEAT_3,C2,SYSTEM_A,tcmg-v1-011,"What traditional properties, meridians, and class are recorded for Hairy Antler?",herbal,easy,The source associates Hairy Antler with these meridians: Liver; Kidney.,"Source entity: Hairy Antler. Pinyin: LU RONG. Latin name: Cervus nippon , Cervus elaphus. Traditional properties: Warm; Sweet; Salty. Meridians: Liver; Kidney. Traditional class: For tonifying weakness. Used part: non-ossifying young horn of male deer or stag. Source-recorded function: To supplement kidney and invigorate yang , boost essence and blood, strengthen sinews and bones, regulate thoroughfare and controlling vessels, draw sore toxin.. Source-recorded indication: Impotence and emission, infertility due to uterus cold, marked emaciation, thrombocytopenia, septicemia, fatigued spirit, aversion of cold, dizziness, tinnitus and deafness, aching pain in lumbus and back, limp wilting sinew and bone, flooding and spotting with vaginal discharge, enduring yin flat abscess.. Source text: Herb: Hairy Antler. Pinyin: LU RONG. Latin name: Cervus nippon , Cervus elaphus. Traditional properties: Warm; Sweet; Salty. Meridians: Liver; Kidney. Used part: non-ossifying young horn of male deer or stag. Source-recorded function: To supplement kidney and invigorate yang , boost essence and blood, strengthen sinews and bones, regulate thoroughfare and controlling vessels, draw sore toxin.. Source-recorded indication: Impotence and emission, infertility due to uterus cold, marked emaciation, thrombocytopenia, septicemia, fatigued spirit, aversion of cold, dizziness, tinnitus and deafness, aching pain in lumbus and back, limp wilting sinew and bone, flooding and spotting with vaginal discharge, enduring yin flat abscess.. Clinical manifestations: 1. It is a tonic, promoting gastrointestinal peristalsis, accelerating the healing of ulcer or wound, and increasing the level of red blood cell, hemoglobin and reticulocyte.2. Increasing myocardial contractility, heart rate and cardic output.3. Its tinct.","TCM educational synthesis: Herbal Knowledge Agent: Hairy Antler is recorded in traditional Chinese medicine as having warm, sweet, and salty properties. It is associated with the Liver and Kidney meridians. Its traditional class is not explicitly mentioned, but it is primarily used as a tonic to supplement kidney and invigorate yang, boost essence and blood, strengthen sinews and bones, regulate thoroughfare and controlling vessels, and draw sore toxin. [tcmv1-01468068beda34f8f7e33eeb] [tcmv1-008bc5af3eced1bdcca7a904] [tcmv1-88755e4cfade4ff06d6f8d7c]",SUPPORTED,The answer states the same source-recorded meridian associations as the Gold fact.,HIGH
REPEAT_3-0066,REPEAT_3,C2,SYSTEM_A,tcmg-v1-011,"What traditional properties, meridians, and class are recorded for Hairy Antler?",herbal,easy,The source lists Hairy Antler in this traditional class: For tonifying weakness.,"Source entity: Hairy Antler. Pinyin: LU RONG. Latin name: Cervus nippon , Cervus elaphus. Traditional properties: Warm; Sweet; Salty. Meridians: Liver; Kidney. Traditional class: For tonifying weakness. Used part: non-ossifying young horn of male deer or stag. Source-recorded function: To supplement kidney and invigorate yang , boost essence and blood, strengthen sinews and bones, regulate thoroughfare and controlling vessels, draw sore toxin.. Source-recorded indication: Impotence and emission, infertility due to uterus cold, marked emaciation, thrombocytopenia, septicemia, fatigued spirit, aversion of cold, dizziness, tinnitus and deafness, aching pain in lumbus and back, limp wilting sinew and bone, flooding and spotting with vaginal discharge, enduring yin flat abscess.. Source text: Herb: Hairy Antler. Pinyin: LU RONG. Latin name: Cervus nippon , Cervus elaphus. Traditional properties: Warm; Sweet; Salty. Meridians: Liver; Kidney. Used part: non-ossifying young horn of male deer or stag. Source-recorded function: To supplement kidney and invigorate yang , boost essence and blood, strengthen sinews and bones, regulate thoroughfare and controlling vessels, draw sore toxin.. Source-recorded indication: Impotence and emission, infertility due to uterus cold, marked emaciation, thrombocytopenia, septicemia, fatigued spirit, aversion of cold, dizziness, tinnitus and deafness, aching pain in lumbus and back, limp wilting sinew and bone, flooding and spotting with vaginal discharge, enduring yin flat abscess.. Clinical manifestations: 1. It is a tonic, promoting gastrointestinal peristalsis, accelerating the healing of ulcer or wound, and increasing the level of red blood cell, hemoglobin and reticulocyte.2. Increasing myocardial contractility, heart rate and cardic output.3. Its tinct.","TCM educational synthesis: Herbal Knowledge Agent: Hairy Antler is recorded in traditional Chinese medicine as having warm, sweet, and salty properties. It is associated with the Liver and Kidney meridians. Its traditional class is not explicitly mentioned, but it is primarily used as a tonic to supplement kidney and invigorate yang, boost essence and blood, strengthen sinews and bones, regulate thoroughfare and controlling vessels, and draw sore toxin. [tcmv1-01468068beda34f8f7e33eeb] [tcmv1-008bc5af3eced1bdcca7a904] [tcmv1-88755e4cfade4ff06d6f8d7c]",NOT_SUPPORTED,The answer explicitly says the traditional class is not mentioned; tonic use does not itself state the frozen Gold class 'For tonifying weakness'.,HIGH
