item_id,repeat_id,anonymous_system_label,question_id,question,domain,difficulty,gold_atomic_fact,supplied_evidence,answer,run_id,execution_sequence,review_label,review_reason,confidence
REPEAT_2-0068,REPEAT_2,SYSTEM_B,tcmg-v1-012,"What traditional properties, meridians, and class are recorded for Myrrhtree gum resin?",herbal,easy,The source associates Myrrhtree gum resin with these meridians: Spleen; Liver; Heart; Kidney.,Source entity: Myrrhtree gum resin. Pinyin: ZHI MO YAO. Latin name: Myrrha Praeparata. Traditional properties: Mild; Pungent; Bitter. Meridians: Spleen; Liver; Heart; Kidney. Traditional class: Blood activation and stasis removal. Used part: Commiphora myrrha Engl. Source-recorded function: Treatment of pains caused by blood stagnation. Source-recorded indication: 1. Its aqueous infusion inhibits the growth of skin fungi such as Trichophyton violaceum.2. Inhibiting the excessive secretion of bronchi and uterus.. Source text: Herb: Myrrhtree gum resin. Pinyin: ZHI MO YAO. Latin name: Myrrha Praeparata. Traditional properties: Mild; Pungent; Bitter. Meridians: Spleen; Liver; Heart; Kidney. Used part: Commiphora myrrha Engl. Source-recorded function: Treatment of pains caused by blood stagnation. Source-recorded indication: 1. Its aqueous infusion inhibits the growth of skin fungi such as Trichophyton violaceum.2. Inhibiting the excessive secretion of bronchi and uterus.. Clinical manifestations: 1. Its aqueous infusion inhibits the growth of skin fungi such as Trichophyton violaceum.2. Inhibiting the excessive secretion of bronchi and uterus..,"TCM educational synthesis: Myrrhtree gum resin is recorded in traditional Chinese medicine with properties of mild, pungent, and bitter. It is associated with the spleen, liver, heart, and kidney meridians. The traditional class of Myrrhtree gum resin is not explicitly mentioned in the provided evidence. [tcmv1-021c732d5373ec123b31cdbf] [tcmv1-39e845d85f77c720b17acc86] [tcmv1-ee152603b147264ff3997a18]",run-e99711d098fd4764,23,,,
REPEAT_2-0069,REPEAT_2,SYSTEM_B,tcmg-v1-012,"What traditional properties, meridians, and class are recorded for Myrrhtree gum resin?",herbal,easy,The source lists Myrrhtree gum resin in this traditional class: Blood activation and stasis removal.,Source entity: Myrrhtree gum resin. Pinyin: ZHI MO YAO. Latin name: Myrrha Praeparata. Traditional properties: Mild; Pungent; Bitter. Meridians: Spleen; Liver; Heart; Kidney. Traditional class: Blood activation and stasis removal. Used part: Commiphora myrrha Engl. Source-recorded function: Treatment of pains caused by blood stagnation. Source-recorded indication: 1. Its aqueous infusion inhibits the growth of skin fungi such as Trichophyton violaceum.2. Inhibiting the excessive secretion of bronchi and uterus.. Source text: Herb: Myrrhtree gum resin. Pinyin: ZHI MO YAO. Latin name: Myrrha Praeparata. Traditional properties: Mild; Pungent; Bitter. Meridians: Spleen; Liver; Heart; Kidney. Used part: Commiphora myrrha Engl. Source-recorded function: Treatment of pains caused by blood stagnation. Source-recorded indication: 1. Its aqueous infusion inhibits the growth of skin fungi such as Trichophyton violaceum.2. Inhibiting the excessive secretion of bronchi and uterus.. Clinical manifestations: 1. Its aqueous infusion inhibits the growth of skin fungi such as Trichophyton violaceum.2. Inhibiting the excessive secretion of bronchi and uterus..,"TCM educational synthesis: Myrrhtree gum resin is recorded in traditional Chinese medicine with properties of mild, pungent, and bitter. It is associated with the spleen, liver, heart, and kidney meridians. The traditional class of Myrrhtree gum resin is not explicitly mentioned in the provided evidence. [tcmv1-021c732d5373ec123b31cdbf] [tcmv1-39e845d85f77c720b17acc86] [tcmv1-ee152603b147264ff3997a18]",run-e99711d098fd4764,23,,,
REPEAT_2-0070,REPEAT_2,SYSTEM_B,tcmg-v1-012,"What traditional properties, meridians, and class are recorded for Myrrhtree gum resin?",herbal,easy,The source records Myrrhtree gum resin as having these traditional properties: Mild; Pungent; Bitter.,Source entity: Myrrhtree gum resin. Pinyin: ZHI MO YAO. Latin name: Myrrha Praeparata. Traditional properties: Mild; Pungent; Bitter. Meridians: Spleen; Liver; Heart; Kidney. Traditional class: Blood activation and stasis removal. Used part: Commiphora myrrha Engl. Source-recorded function: Treatment of pains caused by blood stagnation. Source-recorded indication: 1. Its aqueous infusion inhibits the growth of skin fungi such as Trichophyton violaceum.2. Inhibiting the excessive secretion of bronchi and uterus.. Source text: Herb: Myrrhtree gum resin. Pinyin: ZHI MO YAO. Latin name: Myrrha Praeparata. Traditional properties: Mild; Pungent; Bitter. Meridians: Spleen; Liver; Heart; Kidney. Used part: Commiphora myrrha Engl. Source-recorded function: Treatment of pains caused by blood stagnation. Source-recorded indication: 1. Its aqueous infusion inhibits the growth of skin fungi such as Trichophyton violaceum.2. Inhibiting the excessive secretion of bronchi and uterus.. Clinical manifestations: 1. Its aqueous infusion inhibits the growth of skin fungi such as Trichophyton violaceum.2. Inhibiting the excessive secretion of bronchi and uterus..,"TCM educational synthesis: Herbal Knowledge Agent: Myrrhtree gum resin is recorded in traditional Chinese medicine as having mild, pungent, and bitter properties. It is associated with the Spleen, Liver, Heart, and Kidney meridians. The traditional class of Myrrhtree gum resin is not explicitly mentioned in the provided evidence. Its source-recorded function includes treatment of pains caused by blood stagnation. Clinical manifestations involve inhibiting the growth of skin fungi such as Trichophyton violaceum and inhibiting excessive secretion of bronchi and uterus. [tcmv1-021c732d5373ec123b31cdbf] [tcmv1-39e845d85f77c720b17acc86] [tcmv1-ee152603b147264ff3997a18]",run-c67c1251e6ca408e,24,,,
REPEAT_2-0071,REPEAT_2,SYSTEM_B,tcmg-v1-012,"What traditional properties, meridians, and class are recorded for Myrrhtree gum resin?",herbal,easy,The source associates Myrrhtree gum resin with these meridians: Spleen; Liver; Heart; Kidney.,Source entity: Myrrhtree gum resin. Pinyin: ZHI MO YAO. Latin name: Myrrha Praeparata. Traditional properties: Mild; Pungent; Bitter. Meridians: Spleen; Liver; Heart; Kidney. Traditional class: Blood activation and stasis removal. Used part: Commiphora myrrha Engl. Source-recorded function: Treatment of pains caused by blood stagnation. Source-recorded indication: 1. Its aqueous infusion inhibits the growth of skin fungi such as Trichophyton violaceum.2. Inhibiting the excessive secretion of bronchi and uterus.. Source text: Herb: Myrrhtree gum resin. Pinyin: ZHI MO YAO. Latin name: Myrrha Praeparata. Traditional properties: Mild; Pungent; Bitter. Meridians: Spleen; Liver; Heart; Kidney. Used part: Commiphora myrrha Engl. Source-recorded function: Treatment of pains caused by blood stagnation. Source-recorded indication: 1. Its aqueous infusion inhibits the growth of skin fungi such as Trichophyton violaceum.2. Inhibiting the excessive secretion of bronchi and uterus.. Clinical manifestations: 1. Its aqueous infusion inhibits the growth of skin fungi such as Trichophyton violaceum.2. Inhibiting the excessive secretion of bronchi and uterus..,"TCM educational synthesis: Herbal Knowledge Agent: Myrrhtree gum resin is recorded in traditional Chinese medicine as having mild, pungent, and bitter properties. It is associated with the Spleen, Liver, Heart, and Kidney meridians. The traditional class of Myrrhtree gum resin is not explicitly mentioned in the provided evidence. Its source-recorded function includes treatment of pains caused by blood stagnation. Clinical manifestations involve inhibiting the growth of skin fungi such as Trichophyton violaceum and inhibiting excessive secretion of bronchi and uterus. [tcmv1-021c732d5373ec123b31cdbf] [tcmv1-39e845d85f77c720b17acc86] [tcmv1-ee152603b147264ff3997a18]",run-c67c1251e6ca408e,24,,,
REPEAT_2-0072,REPEAT_2,SYSTEM_B,tcmg-v1-012,"What traditional properties, meridians, and class are recorded for Myrrhtree gum resin?",herbal,easy,The source lists Myrrhtree gum resin in this traditional class: Blood activation and stasis removal.,Source entity: Myrrhtree gum resin. Pinyin: ZHI MO YAO. Latin name: Myrrha Praeparata. Traditional properties: Mild; Pungent; Bitter. Meridians: Spleen; Liver; Heart; Kidney. Traditional class: Blood activation and stasis removal. Used part: Commiphora myrrha Engl. Source-recorded function: Treatment of pains caused by blood stagnation. Source-recorded indication: 1. Its aqueous infusion inhibits the growth of skin fungi such as Trichophyton violaceum.2. Inhibiting the excessive secretion of bronchi and uterus.. Source text: Herb: Myrrhtree gum resin. Pinyin: ZHI MO YAO. Latin name: Myrrha Praeparata. Traditional properties: Mild; Pungent; Bitter. Meridians: Spleen; Liver; Heart; Kidney. Used part: Commiphora myrrha Engl. Source-recorded function: Treatment of pains caused by blood stagnation. Source-recorded indication: 1. Its aqueous infusion inhibits the growth of skin fungi such as Trichophyton violaceum.2. Inhibiting the excessive secretion of bronchi and uterus.. Clinical manifestations: 1. Its aqueous infusion inhibits the growth of skin fungi such as Trichophyton violaceum.2. Inhibiting the excessive secretion of bronchi and uterus..,"TCM educational synthesis: Herbal Knowledge Agent: Myrrhtree gum resin is recorded in traditional Chinese medicine as having mild, pungent, and bitter properties. It is associated with the Spleen, Liver, Heart, and Kidney meridians. The traditional class of Myrrhtree gum resin is not explicitly mentioned in the provided evidence. Its source-recorded function includes treatment of pains caused by blood stagnation. Clinical manifestations involve inhibiting the growth of skin fungi such as Trichophyton violaceum and inhibiting excessive secretion of bronchi and uterus. [tcmv1-021c732d5373ec123b31cdbf] [tcmv1-39e845d85f77c720b17acc86] [tcmv1-ee152603b147264ff3997a18]",run-c67c1251e6ca408e,24,,,
REPEAT_2-0073,REPEAT_2,SYSTEM_A,tcmg-v1-055,What source-recorded functions and indications are listed for Largeleaf Spicebush?,herbal,medium,"The source records this function for Largeleaf Spicebush: To dispel wind and eliminate damp, warm center and move qi , disperse swelling and relieve pain..","Source entity: Largeleaf Spicebush. Pinyin: HEI KE NAN. Latin name: Lindera megaphylla. Used part: root, bark or branch. Source-recorded function: To dispel wind and eliminate damp, warm center and move qi , disperse swelling and relieve pain.. Source-recorded indication: Wind-damp impediment pain, impediment pain numbness, cold pain in stomach duct and abdomen, mounting qi , swelling pain in throat, lichen sore.. Source text: Herb: Largeleaf Spicebush. Pinyin: HEI KE NAN. Latin name: Lindera megaphylla. Used part: root, bark or branch. Source-recorded function: To dispel wind and eliminate damp, warm center and move qi , disperse swelling and relieve pain.. Source-recorded indication: Wind-damp impediment pain, impediment pain numbness, cold pain in stomach duct and abdomen, mounting qi , swelling pain in throat, lichen sore..","TCM educational synthesis: Largeleaf Spicebush is recorded in TCM as having two used parts: branch-leaf and root-bark. The branch-leaf is noted to have functions of dispelling wind and killing worms, closing sores and stanching bleeding. It is indicated for scab and lichen with itching sores, bleeding from external injury, and hand and foot cracking. The root-bark is reported to warm the stomach and center, move qi and relieve pain, and also dispel wind and eliminate damp. It is used for running piglet, beriberi, edema, and similar conditions as the branch-leaf. [tcmv1-89ce17500435efe66ff41db0] [tcmv1-af9f0d463c366edec20bd906] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-7e96795b1c404b88,25,,,
REPEAT_2-0074,REPEAT_2,SYSTEM_A,tcmg-v1-055,What source-recorded functions and indications are listed for Largeleaf Spicebush?,herbal,medium,"The source records these indications for Largeleaf Spicebush: Wind-damp impediment pain, impediment pain numbness, cold pain in stomach duct and abdomen, mounting qi , swelling pain in throat, lichen sore..","Source entity: Largeleaf Spicebush. Pinyin: HEI KE NAN. Latin name: Lindera megaphylla. Used part: root, bark or branch. Source-recorded function: To dispel wind and eliminate damp, warm center and move qi , disperse swelling and relieve pain.. Source-recorded indication: Wind-damp impediment pain, impediment pain numbness, cold pain in stomach duct and abdomen, mounting qi , swelling pain in throat, lichen sore.. Source text: Herb: Largeleaf Spicebush. Pinyin: HEI KE NAN. Latin name: Lindera megaphylla. Used part: root, bark or branch. Source-recorded function: To dispel wind and eliminate damp, warm center and move qi , disperse swelling and relieve pain.. Source-recorded indication: Wind-damp impediment pain, impediment pain numbness, cold pain in stomach duct and abdomen, mounting qi , swelling pain in throat, lichen sore..","TCM educational synthesis: Largeleaf Spicebush is recorded in TCM as having two used parts: branch-leaf and root-bark. The branch-leaf is noted to have functions of dispelling wind and killing worms, closing sores and stanching bleeding. It is indicated for scab and lichen with itching sores, bleeding from external injury, and hand and foot cracking. The root-bark is reported to warm the stomach and center, move qi and relieve pain, and also dispel wind and eliminate damp. It is used for running piglet, beriberi, edema, and similar conditions as the branch-leaf. [tcmv1-89ce17500435efe66ff41db0] [tcmv1-af9f0d463c366edec20bd906] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-7e96795b1c404b88,25,,,
REPEAT_2-0075,REPEAT_2,SYSTEM_A,tcmg-v1-055,What source-recorded functions and indications are listed for Largeleaf Spicebush?,herbal,medium,"The source records this function for Largeleaf Spicebush: To dispel wind and eliminate damp, warm center and move qi , disperse swelling and relieve pain..","Source entity: Largeleaf Spicebush. Pinyin: HEI KE NAN. Latin name: Lindera megaphylla. Used part: root, bark or branch. Source-recorded function: To dispel wind and eliminate damp, warm center and move qi , disperse swelling and relieve pain.. Source-recorded indication: Wind-damp impediment pain, impediment pain numbness, cold pain in stomach duct and abdomen, mounting qi , swelling pain in throat, lichen sore.. Source text: Herb: Largeleaf Spicebush. Pinyin: HEI KE NAN. Latin name: Lindera megaphylla. Used part: root, bark or branch. Source-recorded function: To dispel wind and eliminate damp, warm center and move qi , disperse swelling and relieve pain.. Source-recorded indication: Wind-damp impediment pain, impediment pain numbness, cold pain in stomach duct and abdomen, mounting qi , swelling pain in throat, lichen sore..","TCM educational synthesis: Herbal Knowledge Agent: Largeleaf Spicebush is recorded in the supplied evidence as having two used parts: branch-leaf and root-bark. The branch-leaf is noted for its functions of dispelling wind and killing worms, closing sores, and stanching bleeding, with indications for scab and lichen with itching sores, bleeding from external injury, and hand and foot cracking. The root-bark is reported to warm the stomach and center, move qi and relieve pain, dispel wind, and eliminate damp, with indications including running piglet, beriberi, edema, scab and lichen, and bleeding due to external injury. [tcmv1-89ce17500435efe66ff41db0] [tcmv1-af9f0d463c366edec20bd906] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-5094161956c74ebf,26,,,
REPEAT_2-0076,REPEAT_2,SYSTEM_A,tcmg-v1-055,What source-recorded functions and indications are listed for Largeleaf Spicebush?,herbal,medium,"The source records these indications for Largeleaf Spicebush: Wind-damp impediment pain, impediment pain numbness, cold pain in stomach duct and abdomen, mounting qi , swelling pain in throat, lichen sore..","Source entity: Largeleaf Spicebush. Pinyin: HEI KE NAN. Latin name: Lindera megaphylla. Used part: root, bark or branch. Source-recorded function: To dispel wind and eliminate damp, warm center and move qi , disperse swelling and relieve pain.. Source-recorded indication: Wind-damp impediment pain, impediment pain numbness, cold pain in stomach duct and abdomen, mounting qi , swelling pain in throat, lichen sore.. Source text: Herb: Largeleaf Spicebush. Pinyin: HEI KE NAN. Latin name: Lindera megaphylla. Used part: root, bark or branch. Source-recorded function: To dispel wind and eliminate damp, warm center and move qi , disperse swelling and relieve pain.. Source-recorded indication: Wind-damp impediment pain, impediment pain numbness, cold pain in stomach duct and abdomen, mounting qi , swelling pain in throat, lichen sore..","TCM educational synthesis: Herbal Knowledge Agent: Largeleaf Spicebush is recorded in the supplied evidence as having two used parts: branch-leaf and root-bark. The branch-leaf is noted for its functions of dispelling wind and killing worms, closing sores, and stanching bleeding, with indications for scab and lichen with itching sores, bleeding from external injury, and hand and foot cracking. The root-bark is reported to warm the stomach and center, move qi and relieve pain, dispel wind, and eliminate damp, with indications including running piglet, beriberi, edema, scab and lichen, and bleeding due to external injury. [tcmv1-89ce17500435efe66ff41db0] [tcmv1-af9f0d463c366edec20bd906] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-5094161956c74ebf,26,,,
REPEAT_2-0077,REPEAT_2,SYSTEM_A,tcmg-v1-056,What source-recorded functions and indications are listed for Silktree Albizia Bark?,herbal,medium,"The source records this function for Silktree Albizia Bark: To quiet spirit and resolve depression, quicken blood and disperse welling abscess..","Source entity: Silktree Albizia Bark. Pinyin: HE HUAN PI. Latin name: Albizzia julibrissin. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Traditional class: Spirit calming. Used part: bark. Source-recorded function: To quiet spirit and resolve depression, quicken blood and disperse welling abscess.. Source-recorded indication: Disquieted heart spirit, depression, insomnia, welling abscess and sores, knocks and falls.. Source text: Herb: Silktree Albizia Bark. Pinyin: HE HUAN PI. Latin name: Albizzia julibrissin. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Used part: bark. Source-recorded function: To quiet spirit and resolve depression, quicken blood and disperse welling abscess.. Source-recorded indication: Disquieted heart spirit, depression, insomnia, welling abscess and sores, knocks and falls.. Clinical manifestations: 1. Tranquilizing. 2. Promoting blood circulation. 3. Analgesic..","TCM educational synthesis: Silktree Albizia Bark, with the pinyin name He Huan Pi, is traditionally associated with the Latin name Albizzia julibrissin. It is characterized by mild and sweet properties and is linked to the Liver and Heart meridians. The bark is used in TCM for its source-recorded functions of quieting the spirit, resolving depression, quickening blood circulation, and dispersing welling abscesses. Its indications include disquieted heart spirit, depression, insomnia, welling abscesses and sores, as well as knocks and falls. The clinical manifestations reported are tranquilizing effects, promotion of blood circulation, and analgesic properties. [tcmv1-03ed105c1801871066130409] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-933203f5244d4eed,27,,,
REPEAT_2-0078,REPEAT_2,SYSTEM_A,tcmg-v1-056,What source-recorded functions and indications are listed for Silktree Albizia Bark?,herbal,medium,"The source records these indications for Silktree Albizia Bark: Disquieted heart spirit, depression, insomnia, welling abscess and sores, knocks and falls..","Source entity: Silktree Albizia Bark. Pinyin: HE HUAN PI. Latin name: Albizzia julibrissin. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Traditional class: Spirit calming. Used part: bark. Source-recorded function: To quiet spirit and resolve depression, quicken blood and disperse welling abscess.. Source-recorded indication: Disquieted heart spirit, depression, insomnia, welling abscess and sores, knocks and falls.. Source text: Herb: Silktree Albizia Bark. Pinyin: HE HUAN PI. Latin name: Albizzia julibrissin. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Used part: bark. Source-recorded function: To quiet spirit and resolve depression, quicken blood and disperse welling abscess.. Source-recorded indication: Disquieted heart spirit, depression, insomnia, welling abscess and sores, knocks and falls.. Clinical manifestations: 1. Tranquilizing. 2. Promoting blood circulation. 3. Analgesic..","TCM educational synthesis: Silktree Albizia Bark, with the pinyin name He Huan Pi, is traditionally associated with the Latin name Albizzia julibrissin. It is characterized by mild and sweet properties and is linked to the Liver and Heart meridians. The bark is used in TCM for its source-recorded functions of quieting the spirit, resolving depression, quickening blood circulation, and dispersing welling abscesses. Its indications include disquieted heart spirit, depression, insomnia, welling abscesses and sores, as well as knocks and falls. The clinical manifestations reported are tranquilizing effects, promotion of blood circulation, and analgesic properties. [tcmv1-03ed105c1801871066130409] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-933203f5244d4eed,27,,,
REPEAT_2-0079,REPEAT_2,SYSTEM_A,tcmg-v1-056,What source-recorded functions and indications are listed for Silktree Albizia Bark?,herbal,medium,"The source records this function for Silktree Albizia Bark: To quiet spirit and resolve depression, quicken blood and disperse welling abscess..","Source entity: Silktree Albizia Bark. Pinyin: HE HUAN PI. Latin name: Albizzia julibrissin. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Traditional class: Spirit calming. Used part: bark. Source-recorded function: To quiet spirit and resolve depression, quicken blood and disperse welling abscess.. Source-recorded indication: Disquieted heart spirit, depression, insomnia, welling abscess and sores, knocks and falls.. Source text: Herb: Silktree Albizia Bark. Pinyin: HE HUAN PI. Latin name: Albizzia julibrissin. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Used part: bark. Source-recorded function: To quiet spirit and resolve depression, quicken blood and disperse welling abscess.. Source-recorded indication: Disquieted heart spirit, depression, insomnia, welling abscess and sores, knocks and falls.. Clinical manifestations: 1. Tranquilizing. 2. Promoting blood circulation. 3. Analgesic..","TCM educational synthesis: Herbal Knowledge Agent: Silktree Albizia Bark, with the pinyin name He Huan Pi, is derived from the bark of Albizzia julibrissin. In traditional Chinese medicine, it is characterized as mild and sweet in property, associated with the Liver and Heart meridians. The source records its functions as quieting the spirit, resolving depression, quickening blood circulation, and dispersing welling abscesses. It is indicated for conditions such as disquieted heart spirit, depression, insomnia, and external sores or injuries from knocks and falls. The clinical manifestations attributed to it include tranquilizing effects, promoting blood circulation, and analgesic properties. [tcmv1-03ed105c1801871066130409] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-356c4eb9ffb54b0a,28,,,
REPEAT_2-0080,REPEAT_2,SYSTEM_A,tcmg-v1-056,What source-recorded functions and indications are listed for Silktree Albizia Bark?,herbal,medium,"The source records these indications for Silktree Albizia Bark: Disquieted heart spirit, depression, insomnia, welling abscess and sores, knocks and falls..","Source entity: Silktree Albizia Bark. Pinyin: HE HUAN PI. Latin name: Albizzia julibrissin. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Traditional class: Spirit calming. Used part: bark. Source-recorded function: To quiet spirit and resolve depression, quicken blood and disperse welling abscess.. Source-recorded indication: Disquieted heart spirit, depression, insomnia, welling abscess and sores, knocks and falls.. Source text: Herb: Silktree Albizia Bark. Pinyin: HE HUAN PI. Latin name: Albizzia julibrissin. Traditional properties: Mild; Sweet. Meridians: Liver; Heart. Used part: bark. Source-recorded function: To quiet spirit and resolve depression, quicken blood and disperse welling abscess.. Source-recorded indication: Disquieted heart spirit, depression, insomnia, welling abscess and sores, knocks and falls.. Clinical manifestations: 1. Tranquilizing. 2. Promoting blood circulation. 3. Analgesic..","TCM educational synthesis: Herbal Knowledge Agent: Silktree Albizia Bark, with the pinyin name He Huan Pi, is derived from the bark of Albizzia julibrissin. In traditional Chinese medicine, it is characterized as mild and sweet in property, associated with the Liver and Heart meridians. The source records its functions as quieting the spirit, resolving depression, quickening blood circulation, and dispersing welling abscesses. It is indicated for conditions such as disquieted heart spirit, depression, insomnia, and external sores or injuries from knocks and falls. The clinical manifestations attributed to it include tranquilizing effects, promoting blood circulation, and analgesic properties. [tcmv1-03ed105c1801871066130409] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-356c4eb9ffb54b0a,28,,,
REPEAT_2-0081,REPEAT_2,SYSTEM_A,tcmg-v1-015,What source-recorded functions and indications are listed for root Pilose Asiabell; Pilose Asiabell?,herbal,medium,The source records this function for root Pilose Asiabell; Pilose Asiabell: To reinforce qi and invigorate the function of the spleen and the lung..,"Source entity: root Pilose Asiabell; Pilose Asiabell. Pinyin: DANG SHEN. Latin name: Radix Codonopsis pilosulae. Traditional properties: Mild; Sweet. Meridians: Lung; Spleen. Traditional class: Qi Reinforcing Drugs. Used part: root. Source-recorded function: To reinforce qi and invigorate the function of the spleen and the lung.. Source-recorded indication: Spleen-stomach vacuity, reduced food intake and sloppy stool, lassitude in limbs, cough and asthma due to lung vacuity, shortness of breath and spontaneous sweating, qi-blood depletion.. Source text: Herb: root Pilose Asiabell; Pilose Asiabell. Pinyin: DANG SHEN. Latin name: Radix Codonopsis pilosulae. Traditional properties: Mild; Sweet. Meridians: Lung; Spleen. Used part: root. Source-recorded function: To reinforce qi and invigorate the function of the spleen and the lung.. Source-recorded indication: Spleen-stomach vacuity, reduced food intake and sloppy stool, lassitude in limbs, cough and asthma due to lung vacuity, shortness of breath and spontaneous sweating, qi-blood depletion..","TCM educational synthesis: root Pilose Asiabell; Pilose Asiabell is recorded in traditional Chinese medicine as having mild and sweet properties, acting on the lung and spleen meridians. Its source-recorded function includes reinforcing qi and invigorate the function of the spleen and lung. It is traditionally used for conditions such as spleen-stomach vacuity, reduced food intake and sloppy stool, lassitude in limbs, cough and asthma due to lung vacuity, shortness of breath and spontaneous sweating, and qi-blood depletion. The evidence provided does not specify any additional details about its usage or effects beyond these traditional claims. [tcmv1-02a05dcc00fb6b1ce8a72741] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-1b409fe4f0984632,29,,,
REPEAT_2-0082,REPEAT_2,SYSTEM_A,tcmg-v1-015,What source-recorded functions and indications are listed for root Pilose Asiabell; Pilose Asiabell?,herbal,medium,"The source records these indications for root Pilose Asiabell; Pilose Asiabell: Spleen-stomach vacuity, reduced food intake and sloppy stool, lassitude in limbs, cough and asthma due to lung vacuity, shortness of breath and spontaneous sweating, qi-blood depletion..","Source entity: root Pilose Asiabell; Pilose Asiabell. Pinyin: DANG SHEN. Latin name: Radix Codonopsis pilosulae. Traditional properties: Mild; Sweet. Meridians: Lung; Spleen. Traditional class: Qi Reinforcing Drugs. Used part: root. Source-recorded function: To reinforce qi and invigorate the function of the spleen and the lung.. Source-recorded indication: Spleen-stomach vacuity, reduced food intake and sloppy stool, lassitude in limbs, cough and asthma due to lung vacuity, shortness of breath and spontaneous sweating, qi-blood depletion.. Source text: Herb: root Pilose Asiabell; Pilose Asiabell. Pinyin: DANG SHEN. Latin name: Radix Codonopsis pilosulae. Traditional properties: Mild; Sweet. Meridians: Lung; Spleen. Used part: root. Source-recorded function: To reinforce qi and invigorate the function of the spleen and the lung.. Source-recorded indication: Spleen-stomach vacuity, reduced food intake and sloppy stool, lassitude in limbs, cough and asthma due to lung vacuity, shortness of breath and spontaneous sweating, qi-blood depletion..","TCM educational synthesis: root Pilose Asiabell; Pilose Asiabell is recorded in traditional Chinese medicine as having mild and sweet properties, acting on the lung and spleen meridians. Its source-recorded function includes reinforcing qi and invigorate the function of the spleen and lung. It is traditionally used for conditions such as spleen-stomach vacuity, reduced food intake and sloppy stool, lassitude in limbs, cough and asthma due to lung vacuity, shortness of breath and spontaneous sweating, and qi-blood depletion. The evidence provided does not specify any additional details about its usage or effects beyond these traditional claims. [tcmv1-02a05dcc00fb6b1ce8a72741] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-1b409fe4f0984632,29,,,
REPEAT_2-0083,REPEAT_2,SYSTEM_A,tcmg-v1-015,What source-recorded functions and indications are listed for root Pilose Asiabell; Pilose Asiabell?,herbal,medium,The source records this function for root Pilose Asiabell; Pilose Asiabell: To reinforce qi and invigorate the function of the spleen and the lung..,"Source entity: root Pilose Asiabell; Pilose Asiabell. Pinyin: DANG SHEN. Latin name: Radix Codonopsis pilosulae. Traditional properties: Mild; Sweet. Meridians: Lung; Spleen. Traditional class: Qi Reinforcing Drugs. Used part: root. Source-recorded function: To reinforce qi and invigorate the function of the spleen and the lung.. Source-recorded indication: Spleen-stomach vacuity, reduced food intake and sloppy stool, lassitude in limbs, cough and asthma due to lung vacuity, shortness of breath and spontaneous sweating, qi-blood depletion.. Source text: Herb: root Pilose Asiabell; Pilose Asiabell. Pinyin: DANG SHEN. Latin name: Radix Codonopsis pilosulae. Traditional properties: Mild; Sweet. Meridians: Lung; Spleen. Used part: root. Source-recorded function: To reinforce qi and invigorate the function of the spleen and the lung.. Source-recorded indication: Spleen-stomach vacuity, reduced food intake and sloppy stool, lassitude in limbs, cough and asthma due to lung vacuity, shortness of breath and spontaneous sweating, qi-blood depletion..","TCM educational synthesis: Herbal Knowledge Agent: root Pilose Asiabell; Pilose Asiabell: The supplied evidence records that it is known as DANG SHEN in pinyin, with the Latin name Radix Codonopsis pilosulae. It is characterized by mild and sweet traditional properties, associated with the Lung and Spleen meridians. The root is used to reinforce qi and invigorate the function of the spleen and lung. Source-recorded indications include spleen-stomach vacuity, reduced food intake and sloppy stool, lassitude in limbs, cough and asthma due to lung vacuity, shortness of breath and spontaneous sweating, and qi-blood depletion. [tcmv1-02a05dcc00fb6b1ce8a72741] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-5913c0f95b3c4090,30,,,
