item_id,question_id,anonymous_system_label,question,gold_atomic_fact,source_evidence,answer,review_label,review_reason,confidence
RQ4-rq4-v1-018-SYSTEM_B-F02,rq4-v1-018,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Vetchleaf Sophora?","The source records the indication of Vetchleaf Sophora as: Swelling pain in throat, cough, hepatitis, dysentery, strangury syndrome, edema, hematuria, nosebleed(epistaxis), hematochezia..","Source entity: Vetchleaf Sophora. Source: TCMBank. Herb: Vetchleaf Sophora. Pinyin: BAI CI HUA. Latin name: Sophora viciifolia. Used part: root. Source-recorded function: To clear heat and disinhibit throat, cool blood and disperse swelling.. Source-recorded indication: Swelling pain in throat, cough, hepatitis, dysentery, strangury syndrome, edema, hematuria, nosebleed(epistaxis), hematochezia..","Vetchleaf Sophora Seed is used for clearing heat and transforming damp, dispersing accumulation and relieving pain, and is indicated for food accumulation and stomachache with associated abdominal pain. The used part is the fruit. Vetchleaf Sophora is used for clearing heat and disinhibiting throat, cooling blood and dispersing swelling, and is indicated for throat swelling pain, cough, hepatitis, dysentery, strangury syndrome, edema, hematuria, nosebleed, and hematochezia. The used part is the root. [tcmv1-2507e92c9b2711f80f7346a3] [tcmv1-0dd725ebaf84fdc6ea3fd705]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-049-SYSTEM_A-F01,rq4-v1-049,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Chinese Knotweed?","The source records the function of Chinese Knotweed as: To clear heat and disinhibit damp, cool blood and resolve toxin, calm liver and brighten eyes, soothe sinews and quicken blood..","Source entity: Chinese Knotweed. Source: TCMBank. Herb: Chinese Knotweed. Pinyin: HUO TAN MU CAO. Latin name: Polygonum chinense. Used part: herb. Source-recorded function: To clear heat and disinhibit damp, cool blood and resolve toxin, calm liver and brighten eyes, soothe sinews and quicken blood.. Source-recorded indication: Diarrhea, dysentery, swelling pain in throat, diphtheria, lung heat cough, pertussis, hepatitis, vaginal discharge, swollen welling abscess, otitis media, eczema, dizziness and tinnitus, corneal nephelium, knocks and falls..","Chinese Knotweed, with the pinyin name HUO TAN MU CAO and Latin name Polygonum chinense, is used as an herb. Its source-recorded functions include clearing heat and disinhibiting damp, cooling blood and resolving toxin, calming the liver and brightening the eyes, soothing sinews and quickening blood. The indications listed are diarrhea, dysentery, throat swelling pain, diphtheria, lung heat cough, pertussis, hepatitis, vaginal discharge, swollen abscesses, otitis media, eczema, dizziness and tinnitus, and knocks and falls. [tcmv1-0be6318d2d6b1f99c538acff]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-050-SYSTEM_A-F02,rq4-v1-050,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Hongkong Pencilwood?",The source records the indication of Hongkong Pencilwood as: Malaria..,Source entity: Hongkong Pencilwood. Source: TCMBank. Herb: Hongkong Pencilwood. Pinyin: XIANG GANG JIAN MU. Latin name: Dysoxylum hongkongense. Used part: leaf. Source-recorded function: To interrupt malaria.. Source-recorded indication: Malaria..,"TCM educational synthesis: Herbal Knowledge Agent: Hongkong Pencilwood: The supplied evidence records that the leaf is the used part, and it is traditionally reported in TCM to have a function of interrupting malaria, with an indication specifically for malaria. No other details are provided. [tcmv1-0e983e07b7d334a02c5759bd] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-019-SYSTEM_B-F02,rq4-v1-019,SYSTEM_B,What source-recorded function and indication are listed for Degelatined Deer-horn?,"The source records the indication of Degelatined Deer-horn as: Treatment of yang deficiency of the spleen and the kidney characterized by anorexia, vomiting, diarrhea, excessive leukorrhea, enuresis or frequent urination, abnormal uterine bleeding, subcutaneous infections and modulations..","Source entity: Degelatined Deer-horn. Source: TCMBank. Herb: Degelatined Deer-horn. Pinyin: LU JIAO SHUANG. Latin name: Cornu Cervi Degelatinatum. Traditional properties: Warm; Salty. Meridians: Liver; Kidney. Source-recorded function: Treatment of yang deficiency of the spleen and the kidney characterized by anorexia, vomiting, diarrhea, excessive leukorrhea, enuresis or frequent urination, abnormal uterine bleeding, subcutaneous infections and modulations.. Source-recorded indication: Treatment of yang deficiency of the spleen and the kidney characterized by anorexia, vomiting, diarrhea, excessive leukorrhea, enuresis or frequent urination, abnormal uterine bleeding, subcutaneous infections and modulations..","Degelatined Deer-horn is recorded in traditional Chinese medicine with the pinyin name LU JIAO SHUANG and the Latin name Cornu Cervi Degelatinatum. It is described as having warm and salty properties, acting on the Liver and Kidney meridians. The source-recorded function and indication are for treating yang deficiency of the spleen and kidney, which presents symptoms such as anorexia, vomiting, diarrhea, excessive leukorrhea, enuresis or frequent urination, abnormal uterine bleeding, subcutaneous infections, and modulations. [tcmv1-0a2600dc06c75e14c20cf32c]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-016-SYSTEM_B-F01,rq4-v1-016,SYSTEM_B,"What traditional properties, meridians, and class does Corpus v1 record for flower bud of Japanese pagodatree?","The source records the traditional properties of flower bud of Japanese pagodatree as: Bitter,Slightly Cold.","Source entity: flower bud of Japanese pagodatree. Source: SymMap v2. Herb: flower bud of Japanese pagodatree. Pinyin: Huaihua. Latin name: Sophorae Flos,Flos Sophorae. Traditional properties: Bitter,Slightly Cold. Meridians: Liver,Large Intestine. Traditional class: Blood-Cooling Hemostatic Medicinal.",TCM educational synthesis: Herbal Knowledge Agent: Corpus v1 records the flower bud of Japanese pagodatree as having traditional properties of Bitter and Slightly Cold. It is associated with the Liver and Large Intestine meridians. The traditional class is Blood-Cooling Hemostatic Medicinal. Evidence also notes its source-recorded function to arrest bleeding by reducing heat in blood and to quench excess fire in the liver. [tcmv1-09e976c2c53437457752b044] [tcmv1-6f899bbcbf7b1ca2271c7f97] [tcmv1-9606b58e77987999cd3cdf92],SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-065-SYSTEM_B-F01,rq4-v1-065,SYSTEM_B,What does TCM Research Corpus v1 record about deficiency of the lung and kidney?,"The source defines deficiency of the lung and kidney as: 肺肾阴虚证是指肺肾阴液亏虚,虚热内扰,以干咳、少痰、腰酸、遗精及阴虚症状为主要表现的证。","Source entity: deficiency of the lung and kidney. Source: SymMap v2. Syndrome: deficiency of the lung and kidney. Pinyin: Fei Shen Bu Zu. Source definition: 肺肾阴虚证是指肺肾阴液亏虚,虚热内扰,以干咳、少痰、腰酸、遗精及阴虚症状为主要表现的证。.","TCM educational synthesis: Syndrome Differentiation Agent: The TCM Research Corpus v1 records that deficiency of the lung and kidney, referred to as Fei Shen Bu Zu, is characterized by the depletion of lung and kidney yin fluids, leading to internal virtual heat. This syndrome primarily manifests through symptoms such as dry cough with little phlegm, lower back pain, and seminal emission, alongside general signs of yin deficiency. [tcmv1-539e7881b312b469fdc298b8] [tcmv1-2cd2df2bbe0d12636c4ed744] [tcmv1-bcfdda38f974d9fc3ae44923]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-002-SYSTEM_B-F02,rq4-v1-002,SYSTEM_B,What source-recorded function and indication are listed for Thunder Ball;Omphalia lapidescens?,The source records the indication of Thunder Ball;Omphalia lapidescens as: 1. Its proteolytic enzyme is a taeniacidal agent. 2. Its alcoholic extract is an ascaricide..,Source entity: Thunder Ball;Omphalia lapidescens. Source: TCMBank. Herb: Thunder Ball;Omphalia lapidescens. Pinyin: LEI WAN. Latin name: omphalia. Traditional properties: Cold; Slightly Bitter. Meridians: Large Intestine; Stomach. Source-recorded function: To kill worms.. Source-recorded indication: 1. Its proteolytic enzyme is a taeniacidal agent. 2. Its alcoholic extract is an ascaricide.. Source-recorded toxicity: Slightly Toxic. Clinical manifestations: 1. Its proteolytic enzyme is a taeniacidal agent. 2. Its alcoholic extract is an ascaricide..,"TCM educational synthesis: Herbal Knowledge Agent: Thunder Ball;Omphalia lapidescens is recorded in traditional Chinese medicine as having a Cold property and a Slightly Bitter taste. It is associated with the Large Intestine and Stomach meridians. The source reports its function as killing worms, with specific indications including the use of its proteolytic enzyme as a taeniacidal agent and its alcoholic extract as an ascaricide. The herb is noted to be Slightly Toxic. Clinical manifestations are described in relation to these functions. [tcmv1-08e74d1bdc48d2692ea6c6c3] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-048-SYSTEM_A-F01,rq4-v1-048,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Common Caper?","The source records the function of Common Caper as: To dispel wind, dissipate cold, eliminate damp..","Source entity: Common Caper. Source: TCMBank. Herb: Common Caper. Pinyin: LAO SHU GUA. Latin name: Capparis spinosa. Used part: root cortex, leaf and fruit. Source-recorded function: To dispel wind, dissipate cold, eliminate damp.. Source-recorded indication: Acute rheumatic arthritis, chronic rheumatic arthritis..","TCM educational synthesis: Herbal Knowledge Agent: Common Caper is recorded as an herb with the pinyin name LAO SHU GUA and the Latin name Capparis spinosa. The evidence indicates that the used parts include root cortex, leaf, and fruit. Its source-recorded functions are to dispel wind, dissipate cold, and eliminate damp. The indications associated with it are acute rheumatic arthritis and chronic rheumatic arthritis. [tcmv1-0e73e492d851b0d9dc7f36b1] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-059-SYSTEM_A-F02,rq4-v1-059,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for SHAN MAI DONG?","The source records the indication of SHAN MAI DONG as: Yin vacuity lung dryness, cough of profuse phlegm, stomach yin insufficiency, dry mouth and throat, intestinal dry and constipation..","Source entity: SHAN MAI DONG. Source: TCMBank. Herb: SHAN MAI DONG. Pinyin: SHAN MAI DONG. Latin name: Liriope spicata. Used part: tuberoid. Source-recorded function: To nourish yin and engender liquid.. Source-recorded indication: Yin vacuity lung dryness, cough of profuse phlegm, stomach yin insufficiency, dry mouth and throat, intestinal dry and constipation..","TCM educational synthesis: Herbal Knowledge Agent: SHAN MAI DONG: The supplied evidence records that SHAN MAI DONG is a herb with the pinyin name SHAN MAI DONG, and its Latin name is Liriope spicata. The used part is the tuberoid. According to source-recorded information, it functions to nourish yin and engender liquid. It is indicated for conditions such as yin vacuity lung dryness, cough with profuse phlegm, stomach yin insufficiency, dry mouth and throat, and intestinal dryness leading to constipation. [tcmv1-0c5f1b3a9f9cfd2523ffb273] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-029-SYSTEM_A-F01,rq4-v1-029,SYSTEM_A,"What traditional properties, meridians, and class does Corpus v1 record for rhizome of Chinese Goldthread?","The source records the traditional properties of rhizome of Chinese Goldthread as: Bitter,Cold.","Source entity: rhizome of Chinese Goldthread. Source: SymMap v2. Herb: rhizome of Chinese Goldthread. Pinyin: Huanglian. Latin name: Rhizoma Coptidis,Coptidis Rhizoma. Traditional properties: Bitter,Cold. Meridians: Heart,Spleen,Stomach,Liver,Gallbladder,Large Intestine. Traditional class: Heat-Clearing And Dampnessdrying Medicinal. Used part: rhizome.","TCM educational synthesis: Herbal Knowledge Agent: Corpus v1 records the rhizome of Chinese Goldthread as having traditional properties of Bitter and Cold. It is associated with the Heart, Spleen, Stomach, Liver, Gallbladder, and Large Intestine meridians. The traditional class is Heat-Clearing And Dampnessdrying Medicinal. Evidence for Shortsepal Goldthread and Deltoid Goldthread notes that their functions and indications are reported as similar to Coptis chinensis. [tcmv1-0a9c67e95c6ef9aafc06a42a] [tcmv1-ec5cbeed744141ae7995ad25] [tcmv1-0bb52b83f36d05e8abb0f514]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-041-SYSTEM_A-F01,rq4-v1-041,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Fairy Primrose?",The source records the function of Fairy Primrose as: To clear heat and resolve toxin..,"Source entity: Fairy Primrose. Source: TCMBank. Herb: Fairy Primrose. Pinyin: BAO CHUN HUA. Latin name: Primula malacoides. Used part: whole herb. Source-recorded function: To clear heat and resolve toxin.. Source-recorded indication: Lung heat cough, red swollen in throat, oral ulcer, gum swelling and pain, liver fire and red eyes, swollen welling abscess, sore and boil..","Fairy Primrose, with the pinyin name BAO CHUN HUA and Latin name Primula malacoides, is recorded as a whole herb used in traditional Chinese medicine. Its function is to clear heat and resolve toxin. It is traditionally used for conditions such as lung heat cough, red swollen throat, oral ulcer, gum swelling and pain, liver fire and red eyes, swollen abscess, and sore and boil. [tcmv1-0b21dc263938bfc4210261dd]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-041-SYSTEM_B-F01,rq4-v1-041,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Fairy Primrose?",The source records the function of Fairy Primrose as: To clear heat and resolve toxin..,"Source entity: Fairy Primrose. Source: TCMBank. Herb: Fairy Primrose. Pinyin: BAO CHUN HUA. Latin name: Primula malacoides. Used part: whole herb. Source-recorded function: To clear heat and resolve toxin.. Source-recorded indication: Lung heat cough, red swollen in throat, oral ulcer, gum swelling and pain, liver fire and red eyes, swollen welling abscess, sore and boil..","TCM educational synthesis: Herbal Knowledge Agent: Fairy Primrose, with the pinyin name BAO CHUN HUA and Latin name Primula malacoides, is recorded in traditional Chinese medicine as the whole herb. Its source-reported function is to clear heat and resolve toxin. It is traditionally used for conditions such as lung heat cough, red swollen throat, oral ulcer, gum swelling and pain, liver fire and red eyes, swollen abscess, and sore and boil. [tcmv1-0b21dc263938bfc4210261dd] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-060-SYSTEM_B-F02,rq4-v1-060,SYSTEM_B,"What traditional properties, meridians, and class does Corpus v1 record for Jiaozhizi?","The source records the meridians of Jiaozhizi as: Heart,Lung,Triple Energizers.","Source entity: Jiaozhizi. Source: SymMap v2. Herb: Jiaozhizi. Pinyin: Jiaozhizi. Latin name: Gardeniae Fructus Praeparatus. Traditional properties: Bitter,Cold. Meridians: Heart,Lung,Triple Energizers. Traditional class: Heat-Clearing Medicinal.","TCM educational synthesis: Herbal Knowledge Agent: Corpus v1 records that Jiaozhizi has traditional properties of Bitter and Cold, acts on the Heart, Lung, and Triple Energizers meridians, and is classified as a Heat-Clearing Medicinal. [tcmv1-0c6bca5666b1b1c0cc3b8738] [tcmv1-008bc5af3eced1bdcca7a904] [tcmv1-15d4c2e795991b5a1e7d3d60]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-024-SYSTEM_B-F01,rq4-v1-024,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Wild Carrot?","The source records the function of Wild Carrot as: To kill worms, disperse swelling, disperse qi , transform phlegm..","Source entity: Wild Carrot. Source: TCMBank. Herb: Wild Carrot. Pinyin: HE SHI FENG. Latin name: Daucus carota. Used part: whole herb. Source-recorded function: To kill worms, disperse swelling, disperse qi , transform phlegm.. Source-recorded indication: Worm accumulation, gan accumulation, distention fullness in stomach duct and abdomen, edema, jaundice, poison from smoke, damp itchy in sore and papules, alopecia areata..","Wild Carrot is recorded in traditional Chinese medicine as Fructus Carotae, referring to its fruit. It is traditionally used for ascariasis, oxyuria disease, taeniasis, ancylostomiasis, abdominal pain caused by worm accumulation, child gan accumulation, and pudendal itch. [tcmv1-4c87d1a2ae13d12f0f3efdcb]",NOT_SUPPORTED,"The answer lists parasitic-use indications but does not state the Gold function set of killing worms, dispersing swelling/qi, and transforming phlegm.",HIGH
RQ4-rq4-v1-006-SYSTEM_A-F03,rq4-v1-006,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Smallflower Magnoliavine?",The source records the used part of Smallflower Magnoliavine as: root.,"Source entity: Smallflower Magnoliavine. Source: TCMBank. Herb: Smallflower Magnoliavine. Pinyin: XIAO HUA WU WEI ZI. Latin name: Schisandra micrantha. Used part: root. Source-recorded function: To dispel wind and disinhibit damp, rectify qi and quicken blood.. Source-recorded indication: Wind-damp bone pain, knocks and falls, stomachache, menstrual disorder, nephritis..","TCM educational synthesis: Herbal Knowledge Agent: Smallflower Magnoliavine is recorded in the supplied evidence as an herb with the pinyin name XIAO HUA WU WEI ZI and the Latin name Schisandra micrantha. The used part is the root. According to source-reported Traditional Chinese Medicine content, its functions include dispelling wind and disinhibiting damp, rectifying qi, and quickening blood. The indications noted are wind-damp bone pain, knocks and falls, stomachache, menstrual disorder, and nephritis. [tcmv1-096156e37da3f4d62e9764af] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-045-SYSTEM_A-F02,rq4-v1-045,SYSTEM_A,"What traditional properties, meridians, and class does Corpus v1 record for seed of Gordon Euryale?","The source records the meridians of seed of Gordon Euryale as: Spleen,Kidney.","Source entity: seed of Gordon Euryale. Source: SymMap v2. Herb: seed of Gordon Euryale. Pinyin: Qianshi. Latin name: Semen Euryales,Euryales Semen. Traditional properties: Sweet,Astringent,Calm. Meridians: Spleen,Kidney. Traditional class: Astringent Medicinal.","TCM educational synthesis: Herbal Knowledge Agent: Corpus v1 records the traditional properties of seed of Gordon Euryale as Sweet, Astringent, and Calm. It is associated with the Spleen and Kidney meridians. The traditional class is listed as Astringent Medicinal. The source-recorded function includes strengthening the kidney to preserve essence, draining dampness to relieve leucorrhagia, and strengthening the spleen to relieve diarrhea. The indications are for kidney-deficiency symptoms such as nocturnal emission, frequent micturition, and leucorrhagia, as well as for spleen-deficiency diarrhea. [tcmv1-0e6f206b180736a9c7aea253] [tcmv1-dad98d6f2db37248fff21ea5] [tcmv1-723970581cd3b368d9fa4cbc]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-098-SYSTEM_B-F02,rq4-v1-098,SYSTEM_B,"How are Chinese Crossostephium Root and deficiency of qi and yin represented separately in TCM Research Corpus v1, and what evidence is recorded for each?","The source defines deficiency of qi and yin as: 本证指由于阴虚日久,阴不化气而气失化源,或因邪热疫毒伤损,伤阴耗气,导致机体气阴不足,功能减退所表现的证候。","Source entity: deficiency of qi and yin. Source: SymMap v2. Syndrome: deficiency of qi and yin. Pinyin: Qi Yin Yu Xu. Source definition: 本证指由于阴虚日久,阴不化气而气失化源,或因邪热疫毒伤损,伤阴耗气,导致机体气阴不足,功能减退所表现的证候。.","Chinese Crossostephium Root is recorded in TCM as a herb used to dispel wind-damp, warm the center, and relieve pain, with indications for rheumatic arthritis and cold pain in the stomach duct. Deficiency of qi and yin is characterized by insufficient qi and yin leading to reduced vitality and weakened physiological functions, arising from prolonged yin deficiency impairing qi transformation or external factors like heat, toxins, or pathogens depleting both qi and yin. [tcmv1-0d572b1f8e4d66f35179e87e] [tcmv1-abfcc2453d99e3a8fa48d1aa] [tcmv1-833f1086e54ed47c969dddfa]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-005-SYSTEM_B-F01,rq4-v1-005,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Black Locust Flower?",The source records the function of Black Locust Flower as: To stanch bleeding..,"Source entity: Black Locust Flower. Source: TCMBank. Herb: Black Locust Flower. Pinyin: CI HUAI HUA. Latin name: Robinia pseudoacacia. Used part: flower. Source-recorded function: To stanch bleeding.. Source-recorded indication: Precipitate blood of large intestine, hemoptysis, flooding..","TCM educational synthesis: Herbal Knowledge Agent: Black Locust Flower: The supplied evidence records that it is used in traditional Chinese medicine, with the source-reported function of stanching bleeding. It is indicated for precipitate blood of the large intestine and hemoptysis, as well as flooding. The herb's pinyin name is Ci Hui Hua, and its Latin name is Robinia pseudoacacia. The used part is the flower. [tcmv1-093c2e12a791cf893d383345] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-005-SYSTEM_B-F03,rq4-v1-005,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Black Locust Flower?",The source records the used part of Black Locust Flower as: flower.,"Source entity: Black Locust Flower. Source: TCMBank. Herb: Black Locust Flower. Pinyin: CI HUAI HUA. Latin name: Robinia pseudoacacia. Used part: flower. Source-recorded function: To stanch bleeding.. Source-recorded indication: Precipitate blood of large intestine, hemoptysis, flooding..","TCM educational synthesis: Herbal Knowledge Agent: Black Locust Flower: The supplied evidence records that it is used in traditional Chinese medicine, with the source-reported function of stanching bleeding. It is indicated for precipitate blood of the large intestine and hemoptysis, as well as flooding. The herb's pinyin name is Ci Hui Hua, and its Latin name is Robinia pseudoacacia. The used part is the flower. [tcmv1-093c2e12a791cf893d383345] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-052-SYSTEM_B-F01,rq4-v1-052,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Appendiculate Cremastra?","The source records the function of Appendiculate Cremastra as: To clear heat and resolve toxin, disperse swelling and dissipate binds..","Source entity: Appendiculate Cremastra. Source: TCMBank. Herb: Appendiculate Cremastra. Pinyin: DU JUAN LAN. Latin name: Cremastra appendiculata. Used part: pseudobulb. Source-recorded function: To clear heat and resolve toxin, disperse swelling and dissipate binds.. Source-recorded indication: Malign sores with welling abscess and flat abscess, scrofula, throat pain and throat impediment, snake or insect bites..","TCM educational synthesis: Herbal Knowledge Agent: Appendiculate Cremastra, known as DU JUAN LAN in pinyin and Cremastra appendiculata in Latin, is used in traditional Chinese medicine with the recorded function of clearing heat and resolving toxin, as well as dispersing swelling and dissipating binds. Its source-recorded indications include malign sores with welling abscess and flat abscess, scrofula, throat pain, throat impediment, and snake or insect bites. The evidence specifies the use part as pseudobulb. No relationships are established with other targets. [tcmv1-0bea3dd620f87f16006b2132] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-018-SYSTEM_B-F03,rq4-v1-018,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Vetchleaf Sophora?",The source records the used part of Vetchleaf Sophora as: root.,"Source entity: Vetchleaf Sophora. Source: TCMBank. Herb: Vetchleaf Sophora. Pinyin: BAI CI HUA. Latin name: Sophora viciifolia. Used part: root. Source-recorded function: To clear heat and disinhibit throat, cool blood and disperse swelling.. Source-recorded indication: Swelling pain in throat, cough, hepatitis, dysentery, strangury syndrome, edema, hematuria, nosebleed(epistaxis), hematochezia..","Vetchleaf Sophora Seed is used for clearing heat and transforming damp, dispersing accumulation and relieving pain, and is indicated for food accumulation and stomachache with associated abdominal pain. The used part is the fruit. Vetchleaf Sophora is used for clearing heat and disinhibiting throat, cooling blood and dispersing swelling, and is indicated for throat swelling pain, cough, hepatitis, dysentery, strangury syndrome, edema, hematuria, nosebleed, and hematochezia. The used part is the root. [tcmv1-2507e92c9b2711f80f7346a3] [tcmv1-0dd725ebaf84fdc6ea3fd705]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-096-SYSTEM_A-F02,rq4-v1-096,SYSTEM_A,"How are Fourflower Litse and stagnation of cold-dampness represented separately in TCM Research Corpus v1, and what evidence is recorded for each?","The source defines stagnation of cold-dampness as: 是指寒湿之邪阻滞经络,以肢体或患处沉重冷痛、麻木,或肿胀,畏冷肢凉,苔白滑等为常见症的证候。","Source entity: stagnation of cold-dampness. Source: SymMap v2. Syndrome: stagnation of cold-dampness. Pinyin: Han Shi Yu Zhi. Source definition: 是指寒湿之邪阻滞经络,以肢体或患处沉重冷痛、麻木,或肿胀,畏冷肢凉,苔白滑等为常见症的证候。.","TCM educational synthesis: Herbal Knowledge Agent: Fourflower Litse, with the pinyin QING XIANG MU JIANG ZI and Latin name Litsea euosma, is recorded in traditional Chinese medicine as using its leaf. The source reports its function to dispel wind and move qi, fortify spleen and disinhibit damp, and resolve toxin. It is indicated for abdominal distention and pain, summerheat-damp vomiting and diarrhea, pain in joints, edema, and innominate toxin swelling. [tcmv1-0d3457c3ca6651dc2692afe3] Syndrome Differentiation Agent: stagnation of cold-dampness is defined as a condition where cold and damp pathogens obstruct the meridians. According to the source, it presents with symptoms such as heavy and cold pain in the limbs or affected areas, numbness, swelling, aversion to cold, cool limbs, and a white, slippery tongue coating. These characteristics are reported in traditional Chinese medicine literature as common manifestations of this syndrome. [tcmv1-7aef69f9e982cfa4cc068a44] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-027-SYSTEM_A-F01,rq4-v1-027,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Parmelia Lichen?","The source records the function of Parmelia Lichen as: To supplement liver and boost kidney, brighten eyes, stanch bleeding, resolve toxin and disinhibit damp..","Source entity: Parmelia Lichen. Source: TCMBank. Herb: Parmelia Lichen. Pinyin: SHI HUA. Latin name: Parmelia saxatilis. Used part: lichen. Source-recorded function: To supplement liver and boost kidney, brighten eyes, stanch bleeding, resolve toxin and disinhibit damp.. Source-recorded indication: Blurred vision, pain in lumbus and knees, blood ejection, flooding and spotting, jaundice, scab and lichen..","Parmelia Lichen is recorded in traditional Chinese medicine as SHI HUA, with the Latin name Parmelia saxatilis. The used part is the lichen itself. Its source-recorded functions include supplementing liver and boosting kidney, brightening eyes, stopping bleeding, resolving toxins, and disinhibiting damp. The indications associated with it are blurred vision, pain in the lumbus and knees, blood ejection, flooding and spotting, jaundice, scab, and lichen. [tcmv1-0a900eb799f6c9d85610cd00]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-033-SYSTEM_A-F01,rq4-v1-033,SYSTEM_A,"What traditional properties, meridians, and class does Corpus v1 record for Mentha, Peppermint?","The source records the traditional properties of Mentha, Peppermint as: Pungent,Cool.","Source entity: Mentha, Peppermint. Source: SymMap v2. Herb: Mentha, Peppermint. Pinyin: Bohe. Latin name: Menthae Haplocalycis Herba,Herba Menthae. Traditional properties: Pungent,Cool. Meridians: Lung,Liver. Traditional class: Pungent Cool Diaphoretics. Used part: dried aerial parts.","Corpus v1 records that Mentha, Peppermint has traditional properties of Pungent and Cool. It is associated with the Lung and Liver meridians. The traditional class is listed as Pungent Cool Diaphoretics. The used part is the dried aerial parts. [tcmv1-0ad01e6cb1a3a75bc753a308] [tcmv1-55e83b3dc4083651b661d7eb] [tcmv1-4cc2d7f1dd9a426d7555c6e1]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
